title,tags,servings,ingredients,ingredient_quantities,steps,rating,review_count
creamy spaghetti sauce,"['meat', '< 15 mins', 'stove top', 'easy', 'sauces']",8.0,['ground beef'],"['1', '1', '1']","['brown beef and drain.', 'add remaining ingredients and simmer till hot.', 'serve immediately on spaghetti noodles.']",5.0,7.0
classic beef stew in a crock pot,"['meat', 'lactose free', 'low cholesterol', 'egg free', 'kosher', 'free of...', 'stew']",6.0,"['bottom round steaks', 'all-purpose flour', 'olive oil', 'onions', 'tomato paste', 'dry red wine', 'potatoes', 'beef broth', 'kosher salt', 'dried thyme leaves', 'bay leaf']","['2', '1/2', '2/3', '2', '1', '1', '2', '1/2', '2', '1', '1', '1', '1']","['put the flour in a large ziploc bag.', 'add the beef and seal.', 'toss to lightly coat the beef.', 'heat a few tablespoons of the oil in a large skillet over medium-high heat.', 'brown the meat in small batches, adding more oil as necessary.', 'transfer to the slow cooker.', 'add the onions to the skillet and cook over medium heat until tender, about 10 minutes.', 'stir in the tomato paste and coat the onions then transfer to the slow cooker.', 'pour the wine into the skillet and scrape up any browned bits and then add to the slow cooker.', 'stir in the potatoes, carrots, broth, salt, thyme, and bay leaf.', 'cover and cook on low heat for 7 1/2 hours or on high for 4 hours.', 'add the peas and heat through before serving.']",5.0,23.0
moraccan oatmeal,"['breakfast', 'southwest asia (middle east)', 'low protein', 'vegan', 'low cholesterol', 'healthy', '< 15 mins', 'oatmeal']",2.0,"['dates', 'raisins', 'cinnamon', 'cardamom', 'ginger', 'turmeric', 'brown sugar', 'pine nuts', 'oatmeal', 'water']","['1', '1', '2', '1', '1/8', '1/8', '1/8', '1', '1', '1/2', '1']","['dry toast the oatmeal and pine nuts add spices ,dont burn', 'add water and dried fruit add sugar', 'stirring constantly', 'you may need more water as fruit sucks it up.']",4.5,8.0
adobo pork chops,"['meat', 'high protein', 'high in...', '< 30 mins', 'pork']",6.0,"['boneless pork loin chops', 'brown sugar', 'olive oil', 'cilantro', 'red wine vinegar', 'chili powder', 'ground cumin', 'dried oregano', 'salt', 'ground cinnamon', 'garlic cloves']","['6', '2', '2', '2', '2', '1', '2', '1', '1', '1/2', '1/4', '1/4', '3']","['trim fat from pork chops.', 'place chops in a plastic bag set in a shallow dish.', 'combine remaining ingredients and pour over chops in bag.', 'marinate in the refrigerator for 2 to 24 hours, turning occasionally.', 'drain chops, discarding marinade.', 'grill over medium heart about 12 to 15 minutes until chops are done, turning once halfway through grilling.']",5.0,6.0
enchilada chicken soup,"['spicy', '< 15 mins', 'stove top', 'easy', 'lunch/snacks']",6.0,"['milk', 'green chilies']","['1', '1', '2 2/3', '1', '1', '1']","['combine all ingredients in lg saucepan.', 'heat just until very hot.']",5.0,19.0
one pot oven baked beef,"['one dish meal', 'meat', 'oven', '< 4 hours', 'stew']",4.0,"['soy sauce', 'worcestershire sauce', 'plain flour', 'salt', 'pepper', 'bay leaves', 'thyme', 'lean beef', 'garlic cloves', 'carrot', 'onion', 'new potatoes', 'celery ribs', 'red wine', 'parsley']","['3', '1', '1/4', '1/4', '1/2', '3', '3', '1', '3', '1', '1', '6', '2', '1', '1', '2']","['preheat oven to 180c fan forced (200c normal).', 'whisk the soy, worcestershire, flour, seasonings, bay leaves and thyme sprigs in a casserole dish (or heavy bottomed pot that can go into the oven).', 'briefly cook over a medium heat until the flour has dissolved.', 'add the cubed beef, garlic, carrot, (potatoes and celery if using), onion, red wine and beef stock.', 'stir with a wooden spoon, cover and cook in the oven for about 1 1/2 hours until the beef is tender, stirring a couple of time.', 'taste the sauce for seasoning and adjust if required.', 'if not using the potatoes serve with mashed potatoe or rice.']",5.0,5.0
simplest korean beef stew,"['meat', 'asian', '< 4 hours', 'easy', 'stew']",8.0,"['olive oil', 'garlic', 'onion', 'gingerroot', 'soy sauce', 'sugar', 'chinese wine', 'hot water', 'sesame seeds', 'leek']","['2', '1', '1', '1', '2', '1/2', '1', '1', '1', '1', '3 1/2', '2', '1']","['heat large casserole and saute ginger in oil.', 'add the onions till soft then the garlic.', 'stir well till fragrant,.', 'dump in the beef spareribs and stir fry till beef changes color.', 'in a large bowl, mix soy, sugar, wine,sesame oil, chili garlic sauce and hot water.', 'mix till well blended.', 'pour to beef.', 'let simmer on low fire for 1 hour till 1 1/2 hours.', 'add in toasted sesame seeds and chopped leeks last 10 mins of cooking.', 'serve on top of piping hot rice.']",5.0,8.0
grandma's boiled chicken,"['stocks', 'whole chicken', 'chicken', 'poultry', 'meat', 'beginner cook', '< 4 hours', 'easy', 'inexpensive', 'clear soup']",8.0,"['chicken', 'onion', 'carrots', 'celery', 'peppercorn', 'garlic cloves', 'bay leaves', 'dried parsley flakes', 'salt']","['1', '1', '3', '2', '1', '2', '2', '1', '2']","['wash chicken well. place all ingredients in large pot. cover with water.', 'cover and bring to boil over high heat. set lid at angle so steam can escape from pot.  lower heat to gentle boil and cook for 1-1 1/2 hours. add more water if needed.', 'when meat is falling off the bone, remove from heat. remove chicken from broth and let cool. once cool, remove skin and bones and discard. chop or shred meat.', 'strain broth and cool in fridge until fat hardens on top. remove fat and discard. freeze unused broth for future use.']",5.0,8.0
crock-pot beef stew,"['potato', 'vegetable', 'meat', 'healthy', 'potluck', 'weeknight', 'stew']",6.0,"['beef stew meat', 'flour', 'pepper', 'worcestershire sauce', 'bay leaf', 'potatoes', 'celery', 'salt', 'beef broth', 'garlic clove', 'paprika', 'onions', 'kitchen bouquet']","['2', '1/4', '1/2', '1', '1', '3', '1', '1 1/2', '1 1/2', '1', '1', '2', '2']","['place meat in crock pot.', 'mix flour, salt, pepper and pour over meat.', 'stir to coat meat with flour.', 'add remaining ingredients and stir to mix well.', 'cover and cook on low for 10-12 hours or high for 4-6 hours.', 'stir stew thoroughly before serving.']",4.5,68.0
parmesan chicken,"['chicken', 'poultry', 'meat', 'canadian', '< 60 mins', 'oven', 'easy', 'chicken breast']",4.0,"['mayonnaise', 'miracle whip', 'parmesan cheese', 'boneless skinless chicken breasts']","['1/2', '1/2', '4']","['lay chicken in a shallow baking dish.', 'mix together mayo & parmesan.', 'spread over chicken.', 'bake at 350f for about 50 minutes.']",4.5,8.0
tuna-pickle pitas,"['tuna', 'kid friendly', '< 15 mins', 'no cook', 'beginner cook', 'easy', 'lunch/snacks']",4.0,"['light chunk tuna in water', 'carrot', 'celery seed']","['1', '1', '2', '1', '1/4', '4']","['in a medium size bowl add drained tuna, shredded carrots, sweet pickle relish, coleslaw dressing and celery seed if using, mix together well.', 'into sliced and halved pita bread spoon the tuna mixtue. serve immediately or refrigerate until chilled and serve.']",5.0,6.0
almond chicken,"['chicken breast', 'chicken', 'poultry', 'vegetable', 'meat', '< 60 mins', 'one dish meal']",6.0,"['soy sauce', 'salt', 'sugar', 'dry sherry', 'chicken breasts', 'cornstarch', 'celery', 'fresh snow pea', 'bamboo shoots', 'water chestnuts', 'mushrooms', 'green onions']","['1 1/2', '1', '1/2', '1/4', '1/4', '2 1/3', '2 1/2', '2', '1', '1/2', '1', '1', '4', '1/2', '2']","['combine the first five ingredients in a large bowl; add the chicken and stir well. let stand 10 minutes.  sprinkle the cornstarch over the chicken mixture, stirring well.  set aside. (use this time to chop vegetables).', 'pour 1 tbsp oil around the top of a preheated wok, coating the sides; heat at medium-high (325 degrees) for 1 minute.', 'add the celery and mushrooms and stir fry for 1 to 2 minutes.  add the snow peas, and stir fry 1 to 2 minutes.  add the bamboo shoots and water chestnuts, and stir-fry for 1 to 2 minutes.  remove the vegetables from the wok; set aside, and keep warm.', 'pour the remaining 1 tbsp oil around the top of the wok, coating the sides; heat at medium high for 1 minute.  add the reserved chicken mixture; stir fry for 3 to 4 minutes.  add the vegetable mixture, almonds, and green onions, and stir fry 1 to 2 minutes or until thoroughly heated.']",5.0,6.0
chinese beef with broccoli,"['steak', 'vegetable', 'meat', 'chinese', 'asian', '< 60 mins', 'easy', 'lunch/snacks']",4.0,"['cornstarch', 'rice wine', 'kikkoman soy sauce', 'sugar', 'green onions', 'broccoli', 'oyster sauce', 'baking soda', 'water']","['1/2', '2', '1/4', '1/4', '1', '2', '1', '2', '1', '1/4', '1 -2']","['pound sliced meat  strips with the back of the knife until tender. set aside.', 'combine cornstarch and rice wine.', 'add meat to cornstarch and rice wine mixture and marinate for at least 30 minutes.', 'combine kikkoman soy sauce and sugar. set aside.', 'in the meantime, cut the broccoli into small florets, cutting the small stems diagonally; discard the big stalk.', 'heat oil in a wok over medium flame.', ""stir fry marinated beef; keep stirring until it changes color, but only until it's half done (half color)."", 'add onions and the kikkoman with sugar mixture.', 'add the broccoli and oyster sauce; keep stirring for 5 minutes or until cooked; while adding also a pinch of baking soda to the broccoli.', 'add 1/4 cup water and stir fry for another minute.', 'serve warm.']",5.0,32.0
cottage cheese and yogurt pancakes,"['cheese', 'canadian', 'healthy', 'brunch', '< 15 mins', 'beginner cook', 'easy', 'breakfast']",4.0,"['all-purpose flour', 'baking powder', 'baking soda', 'eggs', 'low fat cottage cheese', 'plain low-fat yogurt', 'skim milk']","['1', '1', '1/4', '2', '3/4', '1/2', '3/4', '1']","['in a large bowl combine flour, baking powder and baking soda.', 'in a medium bowl whisk together eggs, cottage cheese, yogurt, milk and oil.', 'add wet mixture to dry mixture and stir until well combined.', 'preheat a non-stick griddle or skillet over medium heat.', 'pour 1/4 cup of batter onto griddle for each pancake.', 'cook until bubbles form on the surface (about 2 minutes).', 'flip pancakes and cook until golden brown on the other side.', 'serve with toppings of your choice.']",5.0,5.0
cheesy meatloaf,"['meat', 'high protein', 'kid friendly', 'high in...', 'winter', 'weeknight', 'oven', '< 4 hours', 'easy', 'inexpensive', 'poultry']",8.0,"['ground turkey', 'oats', 'eggs', 'water', 'ketchup', 'cheese']","['2', '1', '3/4', '2', '3/4', '1/3', '2']","['preheat 350 degrees.', 'combine meat, soup mix, oats, eggs, water, and ketchup with large mixer on low.', 'slowly add cheese until well-blended.', 'shape into loaf.', 'bake for 45 minutes.', 'add ketchup and sprinkle more cheese on top of loaf, if desired.', 'cook 10 more minutes.', 'let set 10 minutes before slicing.']",4.5,5.0
apple butter ribs (crock pot),"['apple', 'fruit', 'meat', 'very low carbs', 'high protein', 'kid friendly', 'high in...', 'weeknight', 'easy', 'inexpensive', 'pork']",4.0,"['country-style boneless pork ribs', 'salt', 'pepper', 'onion', 'apple butter', 'brown sugar', 'liquid smoke', 'garlic cloves']","['3', '3/4', '1/4', '1', '3/4', '3', '1', '2']","['rub salt and pepper on ribs.', 'place in crock pot.', 'cover with onions.', 'mix remaining ingredients and pour over onions.', 'cover and cook on low for 9 hours.']",5.0,23.0
halibut with mushrooms,"['vegetable', 'canadian', 'broil/grill', '< 30 mins', 'oven', 'easy', 'halibut']",4.0,"['cremini mushrooms', 'white mushrooms', 'green onions', 'light mayonnaise', 'fresh parsley', 'lemon juice', 'gingerroot', 'ground ginger', 'salt', 'pepper', 'halibut steaks', 'halibut fillets']","['2', '2', '1/3', '2', '1', '1', '1/4', '1/4', '4']","['in a bowl, mix together, mushrooms, onions, mayonnaise, parsley, lemon juice, ginger, salt and pepper; set aside.', 'place fish on greased rimmed baking sheet or broiling pan; broil for 5 minutes.', 'with a lifter, turn fish over; spread mushroom mixture evenly over fish.', 'broil until mushroom mixture is golden brown and fish flakes easily when tested, about 5 minutes.']",5.0,18.0
cajun bourbon chicken bites,"['poultry', 'meat', 'cajun', 'healthy', 'weeknight', 'oven', '< 4 hours', 'chicken']",4.0,"['boneless skinless chicken thighs', 'soy sauce', 'brown sugar', 'garlic powder', 'powdered ginger', 'bourbon', 'white wine']","['1', '1/2', '1/2', '1/2', '1', '2', '1/2', '2']","['mix all the marinade ingredients, except white wine, in a zip lock bag.', 'put chicken pieces in the bag.', 'refrigerate at least several hours (preferably overnight).', 'bake chicken at 350 f for one hour in a single layer, basting with marinade every 10 minutes.', 'remove chicken.', 'scrape pan juices with all the brown bits and pour into a skillet.', 'add any remaining marinade and add 2 tbsp white wine to the skillet.', 'heat and add chicken.', 'boil for one minute and serve over cooked rice, or as an appetizer with individual toothpicks in each piece of chicken.']",4.5,39.0
elbows and ham bake,"['< 60 mins', 'oven', 'easy', 'inexpensive', 'kid friendly']",4.0,"['elbow macaroni', 'ham', 'cheddar cheese', 'margarine', 'flour', 'salt', 'dry mustard', 'milk', 'cheddar cheese', 'paprika']","['3', '2', '1', '2', '1/4', '1/2', '1/4', '1 1/2', '1/2', '1/2', '1/4']","['toss cooked and drained elbows with ham and 1 cup cheese.', 'in med saucepan, melt margarine; blend in flour, salt and mustard.', 'add milk; cook until thickened, stirring constantly.', 'mix with elbows and ham.', 'put into a 2 qt casserole dish.', 'toss the 1/2 cup cheese with crushed potato chips; sprinkle onto casserole.', 'sprinkle with paprika.', 'bake at 350* for 30 minutes.']",4.5,21.0
breakfast oatmeal pudding,"['grains', 'low cholesterol', 'healthy', 'brunch', 'oven', '< 4 hours', 'breakfast']",8.0,"['quick-cooking oatmeal', 'brown sugar', 'raisins', 'dried cranberries', 'ground cinnamon', 'salt', 'skim milk', 'egg substitute', 'eggs', 'vanilla']","['2 1/4', '3/4', '3/4', '1', '1/2', '3 1/3', '1/2', '1', '1']","['preheat oven to 350°f.', 'in a large bowl, combine oats, brown sugar, raisins, cinnamon and salt, mix well.', 'in another bowl, combine milk, egg substitute, oil and vanilla and mix well.', 'add the dry and wet ingredients together and mix well.', 'pour into an 8""x8"" greased baking dish and bake for 55-60 minutes or until centre is set and firm to the touch.', 'remove from oven and cool slightly.', 'serve with milk or yogurt and fruit.', 'enjoy!']",4.5,7.0
